incident_id,delivery_id,incident_date,incident_type,resolution_status,delivery_status
INC000419,D0002095,2024-10-31,Vehicle breakdown,Escalated,VALID
INC000420,D0002100,2024-10-23,Customer complaint,Resolved,VALID
INC000421,D0002103,2024-10-19,Damaged parcel,Resolved,VALID
INC000422,D0002105,2024-10-22,Lost parcel,Pending,VALID
INC000423,D0002106,2024-10-11,Wrong address,Resolved,VALID
INC000424,D0002109,2024-10-13,Damaged parcel,Resolved,VALID
INC000425,D0002112,2024-10-18,Vehicle breakdown,Resolved,VALID
INC000426,D0002119,2024-11-03,Wrong address,Escalated,VALID
INC000427,D0002122,2024-11-17,Customer complaint,Resolved,VALID
INC000428,D0002125,2024-11-22,Damaged parcel,Resolved,VALID
INC000429,D0002131,2024-11-26,Late delivery,Escalated,VALID
INC000430,D0002132,2024-11-22,Customer complaint,Resolved,VALID
INC000431,D0002135,2024-11-12,Late delivery,Resolved,VALID
INC000432,D0002137,2024-11-27,Damaged parcel,Resolved,VALID
INC000433,D0002140,2024-11-13,Damaged parcel,Resolved,VALID
INC000434,D0002141,2024-11-09,Wrong address,Resolved,VALID
INC000435,D0002145,2024-11-15,Late delivery,Pending,VALID
INC000436,D0002146,2024-11-14,Lost parcel,Resolved,VALID
INC000437,D0002152,2024-11-13,Wrong address,Escalated,VALID
INC000438,D0002153,2024-11-27,Damaged parcel,Escalated,VALID
INC000439,D0002160,2024-11-16,Wrong address,Escalated,VALID
INC000440,D0002169,2024-12-14,Wrong address,Resolved,VALID
INC000441,D0002170,2024-12-03,Late delivery,Resolved,VALID
INC000442,D0002171,2024-12-07,Damaged parcel,Resolved,VALID
INC000443,D0002179,2024-12-03,Damaged parcel,Escalated,VALID
INC000444,D0002182,2024-12-06,Vehicle breakdown,Resolved,VALID
INC000445,D0002186,2024-12-29,Damaged parcel,Escalated,VALID
INC000446,D0002188,2024-12-18,Lost parcel,Pending,VALID
INC000447,D0002189,2024-12-23,Customer complaint,Pending,VALID
INC000448,D0002191,2024-12-19,Lost parcel,Resolved,VALID
INC000449,D0002192,2024-12-31,Customer complaint,Resolved,VALID
INC000450,D0002195,2024-12-19,Wrong address,Escalated,VALID
INC000451,D0002196,2024-12-07,Vehicle breakdown,Resolved,VALID
INC000452,D0002200,2024-12-10,Customer complaint,Resolved,VALID
INC000453,D0002202,2024-12-29,Damaged parcel,Resolved,VALID
INC000454,D0002206,2024-12-15,Vehicle breakdown,Escalated,VALID
INC000455,D0002212,2024-12-21,Lost parcel,Resolved,VALID
INC000456,D0002217,2025-01-24,Wrong address,Resolved,VALID
INC000457,D0002223,2025-01-05,Damaged parcel,Resolved,VALID
INC000458,D0002232,2025-01-29,Damaged parcel,Resolved,VALID
INC000459,D0002233,2025-01-31,Late delivery,Resolved,VALID
INC000460,D0002237,2025-01-01,Customer complaint,Resolved,VALID
INC000461,D0002239,2025-01-12,Customer complaint,Resolved,VALID
INC000462,D0002241,2025-02-02,Damaged parcel,Resolved,VALID
INC000463,D0002249,2025-02-09,Late delivery,Resolved,VALID
INC000464,D0002255,2025-02-14,Damaged parcel,Pending,VALID
INC000465,D0002256,2025-02-15,Wrong address,Resolved,VALID
INC000466,D0002272,2025-03-22,Wrong address,Resolved,VALID
INC000467,D0002276,2025-03-09,Customer complaint,Pending,VALID
INC000468,D0002282,2025-04-02,Damaged parcel,Resolved,VALID
INC000469,D0002298,2025-05-28,Customer complaint,Resolved,VALID
INC000470,D0002300,2025-05-05,Wrong address,Resolved,VALID
INC000471,D0002306,2024-10-17,Customer complaint,Resolved,VALID
INC000472,D0002314,2024-10-21,Vehicle breakdown,Resolved,VALID
INC000473,D0002318,2024-10-09,Damaged parcel,Pending,VALID
INC000474,D0002319,2024-10-22,Late delivery,Resolved,VALID
INC000475,D0002332,2024-10-28,Lost parcel,Resolved,VALID
INC000476,D0002336,2024-10-21,Customer complaint,Resolved,VALID
INC000477,D0002342,2024-10-28,Damaged parcel,Resolved,VALID
INC000478,D0002344,2024-10-20,Wrong address,Resolved,VALID
INC000479,D0002348,2024-11-15,Lost parcel,Resolved,VALID
INC000480,D0002352,2024-11-05,Vehicle breakdown,Resolved,VALID
INC000481,D0002353,2024-11-22,Vehicle breakdown,Escalated,VALID
INC000482,D0002359,2024-11-10,Wrong address,Resolved,VALID
INC000483,D0002367,2024-11-21,Customer complaint,Resolved,VALID
INC000484,D0002374,2024-11-18,Customer complaint,Resolved,VALID
INC000485,D0002377,2024-11-22,Damaged parcel,Resolved,VALID
INC000486,D0002388,2024-11-22,Lost parcel,Resolved,VALID
INC000487,D0002389,2024-11-09,Customer complaint,Resolved,VALID
INC000488,D0002390,2024-11-03,Late delivery,Escalated,VALID
INC000489,D0002391,2024-11-24,Customer complaint,Resolved,VALID
INC000490,D0002407,2024-12-31,Customer complaint,Resolved,VALID
INC000491,D0002411,2024-12-22,Wrong address,Resolved,VALID
INC000492,D0002412,2024-12-20,Customer complaint,Resolved,VALID
INC000493,D0002413,2024-12-05,Customer complaint,Resolved,VALID
INC000494,D0002415,2024-12-28,Late delivery,Resolved,VALID
INC000495,D0002419,2024-12-26,Customer complaint,Resolved,VALID
INC000496,D0002421,2024-12-09,Vehicle breakdown,Resolved,VALID
INC000497,D0002425,2024-12-11,Late delivery,Resolved,VALID
INC000498,D0002426,2024-12-06,Damaged parcel,Resolved,VALID
INC000499,D0002427,2024-12-26,Vehicle breakdown,Resolved,VALID
INC000500,D0002432,2024-12-17,Customer complaint,Escalated,VALID
INC000501,D0002434,2024-12-18,Late delivery,Resolved,VALID
INC000502,D0002435,2025-01-12,Damaged parcel,Resolved,VALID
INC000503,D0002437,2025-01-17,Late delivery,Resolved,VALID
INC000504,D0002439,2025-01-27,Late delivery,Resolved,VALID
INC000505,D0002444,2025-01-16,Damaged parcel,Resolved,VALID
INC000506,D0002449,2025-01-22,Customer complaint,Resolved,VALID
INC000507,D0002450,2025-01-12,Vehicle breakdown,Resolved,VALID
INC000508,D0002453,2025-01-30,Vehicle breakdown,Pending,VALID
INC000509,D0002455,2025-01-30,Lost parcel,Resolved,VALID
INC000510,D0002457,2025-01-31,Vehicle breakdown,Resolved,VALID
INC000511,D0002458,2025-01-04,Lost parcel,Resolved,VALID
INC000512,D0002468,2025-02-13,Damaged parcel,Resolved,VALID
INC000513,D0002477,2025-02-15,Late delivery,Resolved,VALID
INC000514,D0002479,2025-02-14,Wrong address,Resolved,VALID
INC000515,D0002480,2025-02-04,Damaged parcel,Resolved,VALID
INC000516,D0002483,2025-02-04,Wrong address,Resolved,VALID
INC000517,D0002491,2025-03-14,Damaged parcel,Resolved,VALID
INC000518,D0002498,2025-03-10,Late delivery,Resolved,VALID
INC000519,D0002509,2025-03-17,Damaged parcel,Escalated,VALID
INC000520,D0002510,2025-03-01,Customer complaint,Resolved,VALID
INC000521,D0002511,2025-04-19,Damaged parcel,Resolved,VALID
INC000522,D0002513,2025-04-02,Late delivery,Escalated,VALID
INC000523,D0002516,2025-04-28,Customer complaint,Resolved,VALID
INC000524,D0002520,2025-04-06,Vehicle breakdown,Resolved,VALID
INC000525,D0002533,2025-04-21,Customer complaint,Resolved,VALID
INC000526,D0002534,2025-04-24,Vehicle breakdown,Resolved,VALID
INC000527,D0002535,2025-04-29,Lost parcel,Resolved,VALID
INC000528,D0002546,2025-05-10,Damaged parcel,Resolved,VALID
INC000529,D0002548,2025-05-11,Damaged parcel,Resolved,VALID
INC000530,D0002551,2025-05-01,Customer complaint,Pending,VALID
INC000531,D0002554,2025-05-07,Vehicle breakdown,Resolved,VALID
INC000532,D0002560,2025-05-27,Customer complaint,Resolved,VALID
INC000533,D0002561,2025-05-31,Customer complaint,Resolved,VALID
INC000534,D0002565,2025-05-10,Damaged parcel,Escalated,VALID
INC000535,D0002568,2025-05-15,Late delivery,Resolved,VALID
INC000536,D0002569,2025-06-18,Late delivery,Resolved,VALID
INC000537,D0002570,2025-06-09,Late delivery,Resolved,VALID
INC000538,D0002574,2025-06-26,Late delivery,Escalated,VALID
INC000539,D0002579,2025-06-27,Lost parcel,Pending,VALID
INC000540,D0002581,2025-06-29,Lost parcel,Resolved,VALID
INC000541,D0002583,2025-06-30,Vehicle breakdown,Resolved,VALID
INC000542,D0002603,2024-10-16,Customer complaint,Escalated,VALID
INC000543,D0002614,2024-10-31,Vehicle breakdown,Resolved,VALID
INC000544,D0002615,2024-10-25,Customer complaint,Resolved,VALID
INC000545,D0002620,2024-10-30,Damaged parcel,Resolved,VALID
INC000546,D0002621,2024-10-23,Vehicle breakdown,Resolved,VALID
INC000547,D0002622,2024-10-13,Damaged parcel,Resolved,VALID
INC000548,D0002623,2024-10-09,Damaged parcel,Pending,VALID
INC000549,D0002635,2024-10-21,Customer complaint,Resolved,VALID
INC000550,D0002638,2024-10-24,Lost parcel,Resolved,VALID
INC000551,D0002640,2024-10-14,Lost parcel,Resolved,VALID
INC000552,D0002641,2024-11-10,Lost parcel,Resolved,VALID
INC000553,D0002643,2024-11-07,Lost parcel,Resolved,VALID
INC000554,D0002644,2024-11-11,Lost parcel,Resolved,VALID
INC000555,D0002648,2024-11-03,Vehicle breakdown,Resolved,VALID
INC000556,D0002661,2024-11-08,Customer complaint,Pending,VALID
INC000557,D0002663,2024-11-08,Wrong address,Resolved,VALID
INC000558,D0002668,2024-11-10,Late delivery,Resolved,VALID
INC000559,D0002672,2024-11-26,Late delivery,Escalated,VALID
INC000560,D0002673,2024-11-27,Vehicle breakdown,Resolved,VALID
INC000561,D0002677,2024-11-09,Customer complaint,Resolved,VALID
INC000562,D0002678,2024-12-24,Customer complaint,Resolved,VALID
INC000563,D0002681,2024-12-11,Customer complaint,Resolved,VALID
INC000565,D0002690,2024-12-10,Customer complaint,Escalated,VALID
INC000566,D0002691,2024-12-13,Lost parcel,Resolved,VALID
INC000567,D0002696,2024-12-12,Wrong address,Resolved,VALID
INC000568,D0002703,2024-12-12,Wrong address,Resolved,VALID
INC000569,D0002707,2024-12-28,Late delivery,Resolved,VALID
INC000570,D0002712,2024-12-12,Late delivery,Resolved,VALID
INC000571,D0002714,2024-12-18,Lost parcel,Resolved,VALID
INC000572,D0002731,2025-01-31,Lost parcel,Resolved,VALID
INC000573,D0002737,2025-01-18,Damaged parcel,Pending,VALID
INC000574,D0002742,2025-01-27,Late delivery,Resolved,VALID
INC000575,D0002746,2025-02-15,Vehicle breakdown,Escalated,VALID
INC000576,D0002747,2025-02-25,Lost parcel,Escalated,VALID
INC000577,D0002748,2025-02-04,Damaged parcel,Resolved,VALID
INC000578,D0002753,2025-02-13,Damaged parcel,Resolved,VALID
INC000579,D0002754,2025-02-23,Lost parcel,Resolved,VALID
INC000580,D0002759,2025-02-25,Vehicle breakdown,Resolved,VALID
INC000581,D0002760,2025-02-28,Wrong address,Resolved,VALID
INC000582,D0002772,2025-03-13,Customer complaint,Resolved,VALID
INC000583,D0002776,2025-03-20,Damaged parcel,Resolved,VALID
INC000584,D0002780,2025-03-29,Damaged parcel,Escalated,VALID
INC000585,D0002785,2025-03-20,Late delivery,Resolved,VALID
INC000586,D0002791,2025-03-16,Vehicle breakdown,Resolved,VALID
INC000587,D0002796,2025-04-13,Wrong address,Resolved,VALID
INC000588,D0002806,2025-04-05,Wrong address,Pending,VALID
INC000589,D0002809,2025-04-14,Wrong address,Resolved,VALID
INC000590,D0002814,2025-04-15,Wrong address,Escalated,VALID
INC000591,D0002833,2025-05-24,Late delivery,Resolved,VALID
INC000592,D0002839,2025-05-10,Customer complaint,Resolved,VALID
INC000593,D0002842,2025-05-15,Customer complaint,Resolved,VALID
INC000594,D0002843,2025-05-17,Damaged parcel,Resolved,VALID
INC000595,D0002850,2025-05-01,Vehicle breakdown,Resolved,VALID
INC000596,D0002852,2025-05-03,Late delivery,Resolved,VALID
INC000597,D0002867,2025-06-29,Late delivery,Escalated,VALID
INC000598,D0002868,2025-06-08,Damaged parcel,Resolved,VALID
INC000599,D0002869,2025-06-13,Damaged parcel,Escalated,VALID
INC000600,D0002870,2025-06-18,Lost parcel,Resolved,VALID
INC000601,D0002885,2024-10-13,Wrong address,Resolved,VALID
INC000602,D0002889,2024-10-29,Customer complaint,Resolved,VALID
INC000603,D0002890,2024-10-11,Customer complaint,Pending,VALID
INC000604,D0002892,2024-10-02,Customer complaint,Resolved,VALID
INC000605,D0002893,2024-10-05,Wrong address,Resolved,VALID
INC000606,D0002900,2024-10-05,Vehicle breakdown,Resolved,VALID
INC000607,D0002902,2024-10-13,Wrong address,Resolved,VALID
INC000608,D0002903,2024-10-22,Lost parcel,Resolved,VALID
INC000609,D0002907,2024-10-26,Late delivery,Resolved,VALID
INC000610,D0002918,2024-10-23,Customer complaint,Resolved,VALID
INC000611,D0002924,2024-10-27,Wrong address,Resolved,VALID
INC000612,D0002930,2024-10-20,Lost parcel,Resolved,VALID
INC000613,D0002934,2024-10-02,Lost parcel,Resolved,VALID
INC000614,D0002938,2024-10-09,Customer complaint,Resolved,VALID
INC000615,D0002944,2024-10-04,Vehicle breakdown,Escalated,VALID
INC000616,D0002953,2024-10-17,Lost parcel,Resolved,VALID
INC000617,D0002956,2024-10-07,Vehicle breakdown,Pending,VALID
INC000618,D0002965,2024-10-08,Damaged parcel,Resolved,VALID
INC000619,D0002970,2024-10-29,Customer complaint,Pending,VALID
INC000620,D0002971,2024-10-04,Late delivery,Resolved,VALID
INC000621,D0002978,2024-10-18,Wrong address,Escalated,VALID
INC000622,D0002979,2024-10-20,Vehicle breakdown,Resolved,VALID
INC000623,D0002981,2024-10-25,Wrong address,Resolved,VALID
INC000624,D0002983,2024-10-18,Customer complaint,Resolved,VALID
INC000625,D0002993,2024-10-12,Vehicle breakdown,Escalated,VALID
INC000626,D0002998,2024-10-11,Customer complaint,Resolved,VALID
INC000627,D0003002,2024-10-06,Late delivery,Resolved,VALID
INC000628,D0003003,2024-10-11,Wrong address,Resolved,VALID
INC000629,D0003009,2024-10-20,Damaged parcel,Resolved,VALID
INC000630,D0003010,2024-10-10,Lost parcel,Resolved,VALID
INC000631,D0003012,2024-10-17,Late delivery,Resolved,VALID
INC000632,D0003017,2024-10-04,Lost parcel,Resolved,VALID
INC000633,D0003020,2024-10-30,Late delivery,Resolved,VALID
INC000634,D0003022,2024-10-24,Vehicle breakdown,Pending,VALID
INC000635,D0003023,2024-10-11,Damaged parcel,Resolved,VALID
INC000636,D0003026,2024-10-24,Vehicle breakdown,Pending,VALID
INC000637,D0003030,2024-10-02,Late delivery,Escalated,VALID
INC000638,D0003032,2024-10-26,Customer complaint,Escalated,VALID
INC000639,D0003034,2024-10-04,Late delivery,Resolved,VALID
INC000640,D0003035,2024-10-14,Customer complaint,Escalated,VALID
INC000641,D0003036,2024-10-30,Customer complaint,Resolved,VALID
INC000642,D0003040,2024-10-18,Damaged parcel,Resolved,VALID
INC000643,D0003041,2024-10-04,Damaged parcel,Resolved,VALID
INC000644,D0003053,2024-10-19,Damaged parcel,Resolved,VALID
INC000645,D0003068,2024-10-02,Customer complaint,Resolved,VALID
INC000646,D0003070,2024-10-15,Lost parcel,Resolved,VALID
INC000647,D0003078,2024-10-08,Vehicle breakdown,Resolved,VALID
INC000648,D0003097,2024-10-19,Late delivery,Resolved,VALID
INC000649,D0003098,2024-10-07,Wrong address,Resolved,VALID
INC000650,D0003101,2024-10-05,Customer complaint,Resolved,VALID
INC000651,D0003104,2024-10-16,Damaged parcel,Pending,VALID
INC000652,D0003106,2024-10-08,Damaged parcel,Pending,VALID
INC000653,D0003109,2024-10-08,Damaged parcel,Resolved,VALID
INC000654,D0003111,2024-10-03,Lost parcel,Pending,VALID
INC000655,D0003115,2024-10-18,Wrong address,Resolved,VALID
INC000656,D0003116,2024-10-19,Damaged parcel,Resolved,VALID
INC000657,D0003117,2024-10-28,Wrong address,Resolved,VALID
INC000658,D0003118,2024-10-28,Wrong address,Resolved,VALID
INC000659,D0003123,2024-10-07,Lost parcel,Resolved,VALID
INC000660,D0003124,2024-10-26,Customer complaint,Resolved,VALID
INC000661,D0003125,2024-10-05,Customer complaint,Resolved,VALID
INC000662,D0003128,2024-10-01,Wrong address,Resolved,VALID
INC000663,D0003140,2024-10-21,Late delivery,Escalated,VALID
INC000664,D0003141,2024-10-21,Customer complaint,Resolved,VALID
INC000665,D0003148,2024-11-12,Customer complaint,Resolved,VALID
INC000666,D0003149,2024-11-11,Damaged parcel,Escalated,VALID
INC000667,D0003152,2024-11-07,Late delivery,Resolved,VALID
INC000668,D0003162,2024-11-28,Damaged parcel,Resolved,VALID
INC000669,D0003164,2024-11-04,Damaged parcel,Resolved,VALID
INC000670,D0003166,2024-11-09,Wrong address,Resolved,VALID
INC000671,D0003170,2024-11-04,Late delivery,Pending,VALID
INC000672,D0003179,2024-11-10,Customer complaint,Resolved,VALID
INC000673,D0003185,2024-11-26,Late delivery,Pending,VALID
INC000674,D0003193,2024-11-09,Late delivery,Resolved,VALID
INC000675,D0003194,2024-11-25,Damaged parcel,Resolved,VALID
INC000676,D0003196,2024-11-30,Late delivery,Resolved,VALID
INC000677,D0003204,2024-11-20,Customer complaint,Resolved,VALID
INC000678,D0003205,2024-11-09,Wrong address,Resolved,VALID
INC000679,D0003210,2024-11-19,Wrong address,Resolved,VALID
INC000680,D0003213,2024-11-13,Wrong address,Resolved,VALID
INC000681,D0003216,2024-11-26,Damaged parcel,Resolved,VALID
INC000682,D0003218,2024-11-24,Damaged parcel,Pending,VALID
INC000683,D0003220,2024-11-22,Late delivery,Resolved,VALID
INC000684,D0003225,2024-11-20,Vehicle breakdown,Resolved,VALID
INC000685,D0003227,2024-11-30,Late delivery,Resolved,VALID
INC000686,D0003228,2024-11-24,Late delivery,Resolved,VALID
INC000687,D0003239,2024-11-28,Vehicle breakdown,Resolved,VALID
INC000688,D0003247,2024-11-25,Wrong address,Resolved,VALID
INC000689,D0003248,2024-11-20,Lost parcel,Resolved,VALID
INC000690,D0003250,2024-11-05,Customer complaint,Resolved,VALID
INC000691,D0003251,2024-11-01,Wrong address,Resolved,VALID
INC000692,D0003252,2024-11-03,Damaged parcel,Resolved,VALID
INC000693,D0003255,2024-11-21,Wrong address,Resolved,VALID
INC000694,D0003258,2024-11-22,Damaged parcel,Resolved,VALID
INC000695,D0003263,2024-11-24,Lost parcel,Resolved,VALID
INC000696,D0003273,2024-11-17,Late delivery,Resolved,VALID
INC000697,D0003276,2024-11-14,Late delivery,Resolved,VALID
INC000698,D0003277,2024-11-15,Wrong address,Resolved,VALID
INC000699,D0003278,2024-11-07,Damaged parcel,Resolved,VALID
INC000700,D0003287,2024-11-15,Customer complaint,Resolved,VALID
INC000701,D0003289,2024-11-26,Lost parcel,Escalated,VALID
INC000702,D0003291,2024-11-19,Customer complaint,Resolved,VALID
INC000703,D0003295,2024-11-21,Damaged parcel,Resolved,VALID
INC000704,D0003304,2024-11-07,Wrong address,Resolved,VALID
INC000705,D0003305,2024-11-10,Vehicle breakdown,Escalated,VALID
INC000706,D0003307,2024-11-11,Late delivery,Resolved,VALID
INC000707,D0003313,2024-11-10,Damaged parcel,Resolved,VALID
INC000708,D0003318,2024-11-10,Damaged parcel,Resolved,VALID
INC000709,D0003325,2024-11-08,Damaged parcel,Resolved,VALID
INC000710,D0003330,2024-11-16,Late delivery,Pending,VALID
INC000711,D0003337,2024-11-29,Vehicle breakdown,Resolved,VALID
INC000712,D0003339,2024-11-12,Customer complaint,Pending,VALID
INC000713,D0003342,2024-11-09,Lost parcel,Resolved,VALID
INC000714,D0003345,2024-11-04,Lost parcel,Resolved,VALID
INC000715,D0003348,2024-11-05,Vehicle breakdown,Pending,VALID
INC000716,D0003349,2024-11-19,Vehicle breakdown,Resolved,VALID
INC000717,D0003359,2024-11-14,Late delivery,Resolved,VALID
INC000718,D0003365,2024-11-27,Customer complaint,Resolved,VALID
INC000719,D0003374,2024-11-23,Vehicle breakdown,Resolved,VALID
INC000720,D0003381,2024-11-09,Late delivery,Resolved,VALID
INC000721,D0003392,2024-11-06,Damaged parcel,Resolved,VALID
INC000722,D0003393,2024-11-05,Damaged parcel,Resolved,VALID
INC000723,D0003395,2024-11-01,Wrong address,Pending,VALID
INC000724,D0003396,2024-11-11,Vehicle breakdown,Resolved,VALID
INC000725,D0003402,2024-12-24,Damaged parcel,Pending,VALID
INC000726,D0003409,2024-12-16,Damaged parcel,Resolved,VALID
INC000727,D0003414,2024-12-18,Damaged parcel,Resolved,VALID
INC000728,D0003418,2024-12-28,Damaged parcel,Resolved,VALID
INC000729,D0003419,2024-12-29,Damaged parcel,Escalated,VALID
INC000730,D0003422,2024-12-16,Wrong address,Escalated,VALID
INC000731,D0003423,2024-12-18,Damaged parcel,Resolved,VALID
INC000732,D0003427,2024-12-16,Damaged parcel,Resolved,VALID
INC000733,D0003429,2024-12-21,Customer complaint,Resolved,VALID
INC000734,D0003430,2024-12-25,Late delivery,Resolved,VALID
INC000735,D0003431,2024-12-01,Customer complaint,Resolved,VALID
INC000736,D0003432,2024-12-29,Lost parcel,Resolved,VALID
INC000737,D0003434,2024-12-16,Wrong address,Resolved,VALID
INC000738,D0003435,2024-12-29,Customer complaint,Resolved,VALID
INC000739,D0003442,2024-12-25,Damaged parcel,Resolved,VALID
INC000740,D0003446,2024-12-31,Wrong address,Resolved,VALID
INC000741,D0003448,2024-12-09,Damaged parcel,Escalated,VALID
INC000742,D0003451,2024-12-08,Customer complaint,Resolved,VALID
